Car,Price,Driver age,Experience,Car age,Gender,Ownership type,Vehicle class,Annual mileage
Porsche,0.629,26,1,2.981,0,0,0,16.777
Acura,0.929,29,6,3.829,0,0,0,19.284
Audi,1.391,57,22,1.260,0,0,0,57.903
Maybach,1.730,41,9,3.991,1,0,0,52.234
Lancia,2.438,18,1,5.426,0,0,2,7.609
JAC,0.193,32,13,6.402,0,0,0,47.233
Subaru,0.217,46,18,0.543,0,0,0,21.454
Lincoln,0.829,41,11,4.493,1,0,2,68.808
Mercedes-Benz,0.975,27,4,7.260,1,0,1,60.013
Jeep,1.412,21,2,2.019,0,0,2,34.256
Москвич,0.791,43,21,2.471,1,1,3,21.685
Volkswagen,0.570,24,1,7.737,0,0,0,48.858
Maserati,1.484,27,9,2.295,1,0,0,53.993
BMW,0.828,28,2,5.227,1,0,0,14.694
Scion,0.971,39,9,5.192,1,0,1,4.574
Rolls-Royce,2.370,28,7,3.489,0,0,0,32.612
SEAT,0.420,25,7,0.529,1,0,2,23.479
Hyundai,1.954,34,8,1.232,0,0,0,10.102
Acura,1.021,24,7,10.308,0,0,1,43.903
Mercedes-Benz,0.298,31,11,5.257,0,0,0,20.831
Mini,0.572,45,14,6.227,1,0,0,15.883
Bentley,2.049,48,9,5.463,1,0,3,29.950
Lincoln,1.789,62,19,1.348,1,0,2,41.326
Ravon,0.549,70,27,7.191,1,1,0,24.809
Suzuki,2.431,23,6,5.622,1,0,0,36.669
GAC,1.379,48,26,4.490,1,0,0,35.394
Kia,2.257,30,11,0.555,1,0,2,35.914
Skoda,0.224,41,22,2.068,0,1,0,84.975
Mercedes-Benz,0.409,26,0,4.275,1,1,1,6.699
Smart,0.169,62,23,4.019,0,1,1,55.345
Mini,0.763,47,18,3.464,1,0,2,18.429
Mitsubishi,1.673,21,2,1.793,0,0,2,22.436
Zotye,0.964,41,6,6.742,0,0,3,17.036
Kia,0.772,35,13,1.130,0,1,2,59.163
Infiniti,1.976,20,2,5.014,0,0,2,7.684
Rolls-Royce,0.566,51,22,1.909,0,0,0,60.279
Volvo,0.637,45,13,4.946,1,0,0,98.056
Bugatti,4.298,21,4,0.098,1,0,1,62.369
Renault,1.051,35,18,6.880,0,0,3,44.934
ZAZ,1.833,25,2,4.795,0,0,0,44.865
Lincoln,1.039,36,14,1.260,0,0,0,38.750
Ravon,0.164,31,14,3.116,1,0,2,48.348
Cadillac,2.782,45,12,5.026,0,1,1,40.091
Subaru,1.285,20,3,4.935,0,0,0,80.583
УАЗ,2.384,41,0,5.186,0,0,0,12.633
Ferrari,0.178,19,0,3.470,0,0,2,14.951
SsangYong,0.496,22,2,2.709,1,0,1,30.161
Kia,1.766,43,11,3.050,1,0,2,3.808
Mitsubishi,0.280,28,8,6.148,0,0,2,7.320
Mazda,1.850,30,4,4.041,0,0,1,6.622
Lancia,3.273,28,7,6.309,0,0,2,51.322
Chevrolet,2.485,45,18,4.779,1,0,2,14.827
BMW,0.240,32,0,3.150,1,0,0,34.862
Volvo,1.467,38,19,3.816,0,0,2,13.647
Scion,2.350,63,26,5.779,0,0,0,13.149
Ford,0.597,50,24,5.114,1,0,0,37.813
Aston Martin,2.780,21,1,4.741,0,0,0,48.694
DongFeng,3.042,50,18,3.354,0,0,2,36.715
Ravon,1.195,24,6,5.698,0,0,0,13.366
Land Rover,1.133,47,24,4.900,1,0,0,43.615
Lexus,0.883,43,15,0.001,0,0,1,15.326
ZAZ,1.662,32,2,4.217,0,0,1,61.477
Porsche,2.060,43,15,6.772,1,0,1,43.915
Haval,2.161,27,1,4.045,1,0,1,10.840
Peugeot,0.907,21,2,0.963,1,1,0,58.288
Renault,1.410,20,0,2.719,1,0,2,19.672
Brilliance,1.838,36,19,4.696,1,0,2,31.416
Lancia,1.323,55,19,1.446,1,0,0,27.582
Datsun,1.304,19,1,6.824,1,0,1,45.292
Pontiac,0.962,26,7,0.569,0,0,0,71.740
Lancia,1.733,20,1,0.387,0,0,0,14.757
Aston Martin,2.158,18,0,2.605,1,1,2,56.214
Volkswagen,0.626,24,5,3.970,1,0,0,18.846
Volvo,2.093,28,6,4.409,0,0,3,18.848
Opel,1.257,48,12,5.057,0,0,1,24.101
Oldsmobile,2.834,22,5,1.367,0,0,3,56.600
DongFeng,0.681,44,14,0.271,1,0,0,47.290
SsangYong,0.328,44,8,0.872,0,0,2,11.033
УАЗ,1.653,60,29,7.981,1,0,3,57.635
Saab,0.268,50,18,1.511,1,0,2,14.567
Lincoln,0.925,30,5,5.485,0,0,0,9.404
Jeep,0.949,23,0,7.142,0,0,3,19.013
Infiniti,1.184,21,3,0.633,0,0,2,24.848
DongFeng,0.798,26,7,1.773,0,0,0,23.798
Genesis,0.308,25,4,10.596,0,0,0,27.223
BMW,1.160,34,11,0.833,0,0,2,36.942
Chery,1.940,35,11,0.537,0,0,2,46.501
Lamborghini,0.290,30,2,3.314,1,0,2,17.290
Lexus,0.257,40,15,3.617,0,0,2,95.686
Acura,1.571,39,10,1.296,1,0,0,19.140
Datsun,0.859,45,17,4.800,0,1,1,39.584
Acura,2.959,22,3,2.127,0,0,0,9.120
Saab,0.685,23,5,4.270,0,0,2,41.173
Subaru,2.091,26,3,1.909,0,0,0,12.691
GMC,0.280,57,17,5.579,0,0,2,19.611
Ravon,0.701,26,7,6.005,1,0,3,39.718
Lada (ВАЗ),0.939,34,4,2.388,1,0,2,81.593
Pontiac,1.430,23,5,5.317,0,1,0,37.073
Land Rover,1.046,37,15,0.446,0,0,1,10.649
Opel,0.825,19,1,6.338,1,0,0,82.022
Subaru,1.526,58,20,2.700,0,0,0,17.513
Ferrari,0.643,51,16,4.068,0,0,0,77.729
Honda,0.524,65,26,2.997,0,0,2,43.763
Chery,0.893,29,2,4.855,1,0,2,12.653
SsangYong,0.908,24,4,1.509,0,0,1,7.484
Renault,0.820,39,9,2.538,1,0,0,37.834
Citroen,0.510,42,22,4.233,1,1,0,66.461
Ford,0.478,46,12,0.087,0,0,0,70.894
Jaguar,1.040,41,15,0.532,1,0,2,13.803
Genesis,1.500,58,16,3.709,0,0,0,36.024
Acura,3.649,44,11,2.798,1,0,0,27.802
Ferrari,2.390,61,21,5.529,0,0,0,24.239
Lifan,2.037,50,11,2.345,1,0,0,28.178
Nissan,1.688,19,1,3.529,0,0,1,60.775
Fiat,1.970,23,4,8.040,1,1,2,26.458
Mitsubishi,2.632,56,25,1.808,1,0,2,13.735
Peugeot,0.290,38,19,3.913,1,1,0,23.347
Citroen,3.110,27,10,4.536,1,0,2,7.390
Jeep,0.481,45,11,3.542,0,0,2,70.546
Alfa Romeo,2.324,31,9,3.671,1,0,2,56.243
Skoda,0.167,52,24,5.697,0,0,0,69.264
Porsche,1.113,19,0,2.983,1,0,2,56.504
Dodge,2.523,42,22,1.096,1,0,0,40.163
BYD,0.529,49,8,2.118,1,1,0,27.388
Ravon,1.722,44,16,2.665,0,0,2,15.090
SsangYong,1.572,43,25,0.098,0,0,2,25.071
Brilliance,1.604,44,14,2.334,1,0,2,3.712
Haval,1.843,22,3,5.563,0,0,0,35.488
Mercedes-Benz,1.236,61,24,5.721,0,0,1,9.636
DongFeng,0.503,25,7,0.913,1,0,0,21.276
Geely,1.327,41,21,1.491,0,0,2,69.224
Bugatti,0.525,48,10,1.626,1,1,0,59.767
Infiniti,1.447,32,8,4.343,0,0,2,66.346
Citroen,1.269,44,9,7.335,0,1,0,89.018
Hummer,1.098,50,13,7.144,0,0,1,17.173
Nissan,0.999,54,9,2.665,1,0,2,35.591
Mini,1.409,36,11,3.013,0,0,3,14.720
Audi,2.689,45,10,1.222,0,0,1,94.096
Lifan,0.213,45,13,2.811,1,0,1,55.922
Kia,1.549,34,7,5.221,0,0,0,9.525
Nissan,2.147,27,9,7.816,0,0,2,32.868
Maybach,0.759,48,23,0.273,0,0,1,61.638
Kia,1.822,37,13,3.207,0,0,1,73.899
Saab,2.891,23,2,4.570,0,1,0,20.643
Scion,0.378,23,1,5.509,0,0,1,18.962
Nissan,2.960,37,11,4.336,1,0,0,32.576
Volvo,1.481,34,15,0.312,0,0,2,40.057
Bentley,0.784,34,9,0.196,1,0,0,12.819
Skoda,1.579,51,24,4.711,1,0,2,16.068
Saab,1.890,34,6,0.143,0,0,2,34.050
Mercedes-Benz,0.424,40,13,2.401,1,0,0,9.736
Ford,0.576,46,21,2.713,1,0,0,34.425
Ford,0.199,21,4,2.792,0,0,0,39.599
Toyota,1.019,47,10,2.399,1,0,2,15.305
Subaru,0.490,24,6,4.416,1,1,0,16.503
ТагАЗ,1.374,34,4,0.132,0,0,2,19.507
Mitsubishi,2.015,44,3,4.556,1,0,0,20.720
Ford,0.756,22,2,5.737,1,0,1,32.206
DongFeng,0.662,48,14,0.266,0,0,0,19.514
ГАЗ,1.527,43,17,5.945,0,1,0,84.496
Honda,3.651,27,9,7.556,0,0,1,4.236
Nissan,2.145,44,20,1.030,0,0,2,80.133
Mazda,1.903,41,11,6.939,1,0,0,6.867
DongFeng,3.811,18,0,3.193,0,0,1,9.238
Brilliance,1.196,30,9,4.995,1,1,2,46.337
SEAT,1.318,28,9,0.981,1,0,1,38.879
Renault,0.866,22,2,6.067,0,0,0,71.068
Geely,1.401,45,12,1.601,0,0,0,32.444
Infiniti,0.864,41,17,2.240,0,0,0,25.532
Foton,1.251,28,10,2.385,1,0,0,18.782
ZAZ,1.067,33,8,7.719,1,0,0,44.425
ТагАЗ,0.588,36,14,0.542,1,0,2,35.847
FAW,3.043,41,15,0.810,0,0,2,60.451
BMW,0.268,47,13,7.170,1,0,2,28.147
Mercury,3.470,32,4,2.790,1,0,0,34.434
Suzuki,2.313,25,5,0.015,0,0,0,35.345
Alfa Romeo,2.311,24,4,2.012,1,0,2,28.808
Ford,2.635,26,5,4.796,0,1,2,35.171
Scion,0.150,34,16,5.033,0,1,1,41.951
Lada (ВАЗ),0.902,33,15,2.099,1,0,2,40.677
Geely,2.014,20,2,1.799,0,0,0,39.322
Jeep,1.482,28,8,0.623,0,0,2,55.844
SsangYong,0.178,29,2,6.875,0,0,1,61.148
SEAT,0.909,33,15,4.796,0,0,1,39.573
Scion,2.415,24,4,3.913,0,1,1,5.788
Toyota,1.198,25,4,1.393,0,0,0,63.965
Hyundai,3.366,56,11,0.805,0,1,3,24.052
ГАЗ,0.259,30,6,4.740,1,0,0,18.054
Chery,0.398,47,10,1.856,0,0,0,41.989
Volkswagen,3.609,28,4,7.437,1,0,0,30.846
Tesla,0.953,26,6,4.267,0,0,2,23.426
Volkswagen,1.278,46,7,0.394,0,0,1,13.791
Cadillac,2.206,28,11,4.129,0,0,2,40.836
Opel,0.736,41,10,2.854,1,0,2,23.941
Ford,1.513,50,23,1.489,0,0,0,9.645
Mazda,1.150,36,9,11.396,0,0,0,41.028
Smart,1.383,58,16,0.793,1,0,1,34.146
Dodge,0.886,50,20,8.213,0,1,0,35.906
Acura,0.737,33,12,1.163,0,0,0,37.545
Ford,0.833,23,1,4.120,0,0,0,61.550
Skoda,0.880,31,10,3.037,1,0,1,45.152
Lincoln,1.326,50,7,9.340,1,0,0,40.643
Chery,1.134,35,7,3.130,0,0,2,51.302
ZAZ,1.387,27,5,7.395,1,0,2,20.320
Ford,2.432,25,5,0.757,1,0,3,12.306
Genesis,0.979,56,17,7.210,0,0,1,14.375
Buick,1.545,18,1,2.818,0,0,0,37.838
Scion,0.580,49,18,0.187,0,0,0,38.636
Jaguar,0.959,52,22,7.385,1,0,0,14.233
Maserati,1.498,22,3,5.051,0,0,1,19.828
Haval,0.861,56,19,0.154,0,0,2,36.554
Zotye,0.876,47,20,3.364,1,1,0,15.736
Chevrolet,2.010,22,3,0.209,1,0,0,21.369
Mercury,0.831,48,18,7.772,1,0,0,39.733
Cadillac,0.380,22,1,2.705,0,1,0,24.107
Kia,1.425,64,23,4.521,0,0,1,35.344
GAC,1.435,43,14,3.966,0,0,2,32.106
Honda,3.067,32,5,2.242,0,0,0,61.898
Buick,1.123,48,24,5.019,0,0,0,43.613
Kia,0.810,29,10,7.112,0,0,1,26.653
Renault,2.552,34,3,5.923,0,0,0,53.501
Acura,2.426,24,5,0.027,0,0,2,11.265
Lincoln,2.089,32,5,7.813,1,0,2,39.044
Rolls-Royce,0.614,32,14,3.462,1,0,2,28.475
BMW,0.484,33,7,3.868,1,0,3,15.583
УАЗ,0.244,22,3,4.018,1,1,2,20.207
Chevrolet,1.957,29,9,2.671,0,0,2,19.977
Chery,2.264,50,4,2.490,1,0,0,74.338
Ford,0.445,31,5,7.884,0,0,0,10.623
Pontiac,0.408,18,0,7.329,0,1,0,43.673
Toyota,0.442,46,4,3.728,0,0,1,27.747
Chevrolet,1.826,38,5,2.518,1,0,0,3.487
Toyota,0.886,36,16,1.523,0,0,2,63.895
Toyota,1.057,37,4,1.116,1,0,2,6.891
Toyota,0.956,25,5,1.776,0,0,0,45.287
BMW,0.799,47,15,6.257,0,0,3,24.940
ТагАЗ,2.896,26,5,1.363,0,0,1,48.447
ZAZ,1.102,30,5,3.051,1,0,0,56.092
Cadillac,0.883,30,6,6.410,1,0,2,47.526
Daewoo,0.969,25,5,2.247,1,0,1,16.756
Rolls-Royce,0.585,27,8,4.874,1,0,3,10.812
SsangYong,2.294,21,4,4.337,0,0,2,55.688
Ford,1.659,31,14,3.486,0,0,2,16.152
Audi,0.631,48,16,4.115,1,0,1,20.361
Nissan,1.490,21,2,5.515,0,0,1,24.925
SsangYong,2.121,35,10,0.098,1,0,1,62.018
FAW,1.236,34,8,2.185,1,0,3,28.968
Cadillac,0.982,21,2,0.878,1,0,0,40.584
Москвич,0.719,49,23,1.764,0,0,0,51.953
Foton,4.280,66,16,4.378,1,0,0,19.618
Datsun,1.916,40,8,2.517,0,0,3,32.927
Lifan,1.218,24,6,3.821,0,0,0,20.355
Bentley,2.991,35,3,3.971,0,1,2,24.695
Scion,2.925,32,6,3.004,0,0,1,19.376
Lifan,0.449,34,4,8.450,1,0,3,34.335
Daewoo,0.380,22,2,3.350,1,0,0,20.970
Mercedes-Benz,1.354,61,20,4.449,1,0,2,4.882
DongFeng,0.991,39,11,0.071,0,0,0,41.255
Honda,1.183,47,16,0.818,1,1,0,46.826
Skoda,1.866,45,12,2.513,0,0,3,9.288
Bugatti,1.850,25,1,0.779,0,1,0,37.364
Buick,0.755,45,23,6.625,1,0,2,36.728
Luxgen,0.811,39,17,0.854,1,0,0,29.299
Infiniti,2.801,41,13,5.435,1,0,2,56.374
Bugatti,0.661,41,17,1.867,0,0,0,8.676
Nissan,0.465,43,1,4.260,1,0,2,67.525
Lada (ВАЗ),0.587,37,10,3.133,0,0,2,17.035
Ravon,2.291,36,9,4.946,1,0,1,31.358
Honda,0.884,57,14,6.723,1,1,0,39.843
Luxgen,1.058,19,1,6.116,0,0,2,72.600
Dodge,1.321,18,0,4.700,0,0,2,3.996
BMW,1.573,42,11,0.603,0,0,0,16.048
Audi,2.236,32,4,1.551,0,0,0,30.837
SsangYong,0.558,30,9,1.036,0,0,1,23.004
Toyota,0.393,33,14,2.410,0,0,2,20.512
Foton,0.577,25,4,4.677,0,1,1,22.664
Bentley,0.278,18,0,3.695,0,0,0,63.904
Lexus,0.449,43,16,0.364,0,0,2,18.570
Volkswagen,0.353,28,0,1.177,1,0,1,54.247
Smart,3.079,27,5,0.411,0,0,0,35.643
Buick,0.669,39,9,3.209,1,1,2,15.964
Bugatti,0.998,29,10,4.056,0,1,2,85.583
Maserati,0.218,55,11,5.013,0,0,2,91.274
Honda,1.963,32,14,2.763,1,0,2,29.950
Ferrari,0.461,20,1,4.546,0,0,2,22.008
Porsche,0.602,24,7,4.931,0,0,0,7.123
ZAZ,0.727,45,5,10.770,0,0,0,24.649
Hummer,1.415,24,4,3.917,0,0,2,14.050
Haval,0.510,39,9,2.626,0,0,2,37.289
Haval,3.427,52,15,5.975,0,0,1,39.585
Lexus,0.235,25,8,4.123,0,0,0,43.797
Jaguar,3.042,27,9,2.691,1,0,0,20.262
Fiat,2.040,42,14,6.440,1,1,1,58.000
Lada (ВАЗ),3.329,48,10,5.040,0,0,0,50.226
Mitsubishi,2.597,50,20,3.130,1,0,3,68.224
УАЗ,1.175,29,7,2.905,0,1,0,18.836
Chery,2.258,38,14,5.899,1,0,1,9.417
Ferrari,2.008,32,7,2.491,0,0,0,9.108
Geely,0.430,56,30,8.362,0,0,3,65.143
Toyota,0.970,26,3,2.768,0,0,0,44.878
BYD,2.788,40,11,5.795,0,0,2,13.666
Skoda,1.471,52,16,6.628,0,0,2,45.385
Audi,2.301,49,15,0.461,0,0,3,41.385
Lada (ВАЗ),1.206,54,17,6.171,1,0,2,3.107
Aston Martin,0.252,20,2,6.532,1,0,0,17.920
Lexus,0.804,48,17,6.885,1,0,0,6.671
Honda,1.269,51,5,7.080,0,0,0,13.792
JAC,0.433,37,15,1.832,1,0,2,8.137
Bentley,1.514,37,10,1.841,0,0,2,11.546
Kia,0.744,29,6,2.703,0,1,0,7.322
Chrysler,1.821,24,6,0.412,0,0,0,8.287
Audi,0.882,57,18,1.537,0,0,0,30.940
Daewoo,0.575,32,9,0.511,1,0,2,20.290
Mercedes-Benz,2.935,25,1,5.623,0,0,0,22.191
Ravon,1.428,31,10,0.651,0,0,0,41.091
Fiat,0.563,29,2,1.475,1,0,1,11.978
Chrysler,0.580,29,2,4.919,0,0,0,36.881
Volvo,1.410,46,12,10.735,1,0,0,34.894
Rover,1.069,39,6,1.009,0,1,0,6.936
Ferrari,2.030,51,3,4.036,0,0,2,27.905
Lifan,0.923,20,3,1.304,0,0,2,84.720
Ford,1.065,46,18,3.223,0,1,0,27.305
GMC,2.043,30,11,6.660,0,0,3,34.792
GAC,3.113,41,19,3.787,0,0,0,30.400
Fiat,2.645,37,17,0.080,1,0,0,49.587
Renault,1.877,27,8,0.220,0,0,0,32.561
Acura,2.167,54,19,7.025,1,0,0,18.498
Haval,1.051,47,20,4.996,0,0,3,15.867
Opel,0.809,22,2,5.226,0,0,0,43.716
Lifan,0.554,23,4,3.885,0,0,3,10.641
Changan,3.101,27,5,2.615,0,0,2,3.506
GMC,0.203,23,6,10.591,0,0,2,9.680
Hyundai,0.670,35,14,5.102,0,0,0,75.573
Mercedes-Benz,3.883,45,7,2.871,0,0,0,35.731
УАЗ,2.535,31,6,8.774,0,0,0,106.968
Nissan,0.462,35,11,2.785,1,1,0,10.116
Chery,0.518,41,11,0.963,0,0,0,88.110
Volkswagen,0.838,43,13,0.024,0,0,1,35.289
SsangYong,0.510,21,4,0.128,0,1,3,50.797
Lada (ВАЗ),1.783,25,7,2.243,0,0,0,31.293
Kia,0.975,20,1,4.819,1,0,2,3.285
Cadillac,3.002,25,2,0.037,1,0,0,58.570
Daihatsu,0.622,56,12,6.187,1,1,2,16.933
Volkswagen,1.540,22,0,1.337,0,1,1,32.084
Lincoln,0.808,18,1,2.591,0,0,0,25.958
BMW,0.724,24,0,4.364,0,0,2,10.890
Citroen,1.962,23,1,2.817,0,1,0,11.612
Mitsubishi,2.763,29,10,1.782,0,0,1,58.367
Lada (ВАЗ),0.623,42,20,6.947,1,0,0,8.019
ТагАЗ,0.975,47,17,8.593,0,0,0,50.797
Fiat,1.017,23,4,1.340,0,0,2,24.157
Renault,0.709,20,2,0.838,1,0,0,76.164
BMW,0.854,39,3,0.917,0,0,0,58.913
Daihatsu,0.310,34,11,5.101,1,0,3,26.061
Infiniti,3.137,21,4,0.208,0,0,0,30.250
Changan,1.132,20,1,5.147,0,0,1,21.157
Alfa Romeo,0.640,48,18,0.949,0,0,1,82.008
Maserati,0.976,32,15,5.854,0,1,2,16.236
Fiat,0.825,24,4,6.008,0,1,1,18.109
Suzuki,2.596,50,24,3.741,1,0,0,16.550
Isuzu,2.121,36,7,8.353,1,0,2,25.184
Smart,3.551,20,2,3.892,0,0,0,31.460
Aston Martin,0.801,30,3,2.496,1,0,2,7.917
Mercedes-Benz,1.678,47,16,8.338,0,0,0,30.848
SEAT,2.245,34,4,6.492,0,0,3,11.116
Oldsmobile,0.453,37,9,1.980,1,0,2,18.124
Haval,1.484,32,4,3.866,1,0,1,4.659
Mazda,1.852,38,19,2.823,0,0,0,4.053
GMC,0.693,44,8,6.604,1,0,0,53.178
Infiniti,0.590,20,2,4.661,0,0,3,49.233
Kia,2.254,44,17,2.207,1,0,0,34.245
Saab,2.141,47,13,4.925,0,0,0,59.333
SEAT,1.830,36,11,3.346,0,0,2,3.809
BMW,0.762,52,12,0.779,0,0,2,27.221
Lexus,0.747,37,8,2.111,1,0,0,5.748
Geely,0.211,63,22,2.224,0,0,2,73.261
Rover,1.379,35,8,1.474,1,0,2,41.604
Ferrari,1.526,34,1,2.113,0,0,2,24.708
Dodge,1.877,34,6,5.079,1,0,0,57.329
Alfa Romeo,0.968,43,5,0.849,0,0,2,47.289
Lancia,1.179,47,21,2.755,0,0,2,50.317
Foton,1.894,18,0,3.269,0,0,0,34.351
BMW,0.282,49,19,0.680,0,0,2,60.004
Volvo,0.887,33,8,3.943,0,1,2,6.074
Dodge,2.349,22,4,1.515,0,0,0,48.954
Jaguar,0.271,48,8,3.011,0,0,0,3.885
Lada (ВАЗ),0.543,38,14,9.553,0,0,2,24.248
Lada (ВАЗ),2.700,51,22,2.912,1,1,1,27.437
Rover,1.064,41,13,2.382,0,0,2,79.326
Datsun,2.647,42,6,1.538,0,1,0,33.543
Nissan,2.408,19,1,4.355,0,0,0,53.353
ГАЗ,1.469,43,7,2.628,1,0,0,17.567
Zotye,3.959,40,13,1.212,0,0,2,56.058
Cadillac,1.707,32,14,1.079,0,0,0,36.914
Audi,2.205,40,21,2.991,1,0,0,29.468
BMW,0.330,41,12,1.729,1,0,1,44.696
Mitsubishi,0.763,41,9,0.741,1,0,1,54.342
Daewoo,2.285,34,7,2.019,0,0,2,13.143
Honda,1.923,26,0,3.085,1,0,2,67.638
Jeep,0.885,48,29,1.150,0,0,2,39.644
Maserati,1.454,21,1,2.088,0,0,3,4.803
УАЗ,0.405,20,1,1.582,0,0,0,10.997
GAC,2.210,24,4,5.653,0,0,0,45.101
Mitsubishi,0.888,39,5,6.490,0,0,0,72.916
Rover,2.688,39,15,3.384,1,0,2,87.004
Toyota,0.528,18,1,2.425,0,1,0,23.088
Isuzu,0.440,19,1,0.426,1,0,0,32.938
УАЗ,0.424,26,4,3.097,0,0,1,8.512
Lamborghini,1.215,46,14,2.179,1,0,0,42.696
JAC,0.877,44,24,2.770,0,0,0,26.599
Datsun,0.806,49,17,5.640,1,0,1,53.635
Suzuki,1.474,22,1,3.908,0,0,1,26.162
Kia,0.419,54,13,2.759,1,0,0,3.797
Mercedes-Benz,1.358,37,19,3.928,1,0,2,22.312
Infiniti,2.491,28,9,8.659,0,0,0,38.370
Subaru,0.658,33,13,1.979,0,0,0,23.091
Subaru,1.064,43,8,1.205,0,1,0,51.296
SEAT,0.347,61,21,1.527,1,0,1,50.976
GAC,2.635,75,20,4.878,0,0,1,49.749
Lincoln,2.011,41,8,2.688,0,0,2,14.312
Great Wall,3.150,22,2,2.913,1,0,0,76.687
Tesla,0.425,28,0,0.959,0,0,2,33.263
Citroen,2.883,26,3,0.941,0,0,1,43.524
Toyota,3.058,33,12,3.603,0,0,0,11.958
Brilliance,0.337,23,5,5.209,0,0,2,32.842
Rover,0.967,35,15,2.849,1,0,0,32.535
FAW,0.332,29,9,2.806,1,0,0,60.168
Rover,1.857,30,4,3.150,0,0,2,73.616
Changan,0.917,43,25,7.532,0,0,3,39.094
Mercury,0.775,25,1,2.474,1,0,0,8.825
ТагАЗ,1.283,40,23,0.301,1,0,3,4.543
Mercedes-Benz,0.230,39,15,1.557,1,0,0,11.809
Skoda,0.591,19,2,0.496,1,0,2,15.683
Great Wall,0.896,23,3,0.685,0,0,0,15.865
Isuzu,3.257,26,4,6.436,0,0,3,14.889
Buick,2.855,44,5,0.662,0,0,2,27.929
Citroen,2.396,32,12,8.359,1,0,1,8.983
Kia,1.580,31,13,0.424,1,0,0,55.364
ГАЗ,1.276,50,12,11.880,1,0,2,32.277
BMW,1.346,23,0,6.809,1,1,2,6.270
Hyundai,0.899,61,10,10.571,1,0,0,84.001
Skoda,0.180,23,4,1.651,0,0,0,35.063
Renault,0.479,28,6,2.585,0,1,0,31.635
Volkswagen,2.045,44,2,0.113,0,0,0,30.323
DS,1.672,63,32,2.006,1,0,2,8.166
Luxgen,1.913,21,3,2.769,0,0,2,94.734
Luxgen,0.276,23,4,8.175,0,0,0,44.671
Haval,1.505,47,23,2.709,0,0,0,46.483
Jeep,0.983,20,0,2.176,0,0,0,70.174
Acura,2.670,28,10,4.352,0,0,2,3.204
SEAT,0.896,33,10,4.588,1,0,0,19.393
Renault,1.788,34,9,3.062,1,1,0,75.939
Bentley,0.784,21,0,0.038,0,0,2,20.156
Kia,1.193,38,8,5.770,0,0,1,26.258
Cadillac,0.302,38,13,5.783,0,0,0,71.835
Cadillac,0.631,36,7,5.341,0,0,2,35.868
Saab,0.458,49,12,2.847,1,0,2,16.638
Lifan,0.684,31,6,8.757,0,0,1,7.277
Ferrari,0.381,30,11,5.246,0,0,0,22.881
Mazda,1.026,34,8,3.779,0,1,2,27.463
Alfa Romeo,2.050,37,17,6.279,0,0,0,49.052
Mercedes-Benz,0.690,46,9,0.449,1,0,2,29.711
Skoda,0.690,34,8,0.364,1,0,0,38.977
Mitsubishi,2.181,32,11,2.739,0,0,0,51.785
Ravon,0.222,29,11,3.519,0,0,1,41.503
Aston Martin,2.220,37,15,7.069,1,0,0,70.110
Kia,1.610,27,2,0.810,0,0,2,41.787
Smart,2.697,45,11,5.415,1,0,0,8.119
ТагАЗ,1.598,49,19,4.559,1,0,0,27.870
Ravon,1.275,53,18,1.866,0,0,0,38.585
Mercedes-Benz,1.599,51,19,0.154,1,0,0,24.249
Rolls-Royce,0.668,54,16,0.736,0,0,3,25.570
SsangYong,1.621,50,8,7.100,0,0,0,25.266
Rolls-Royce,4.874,40,18,2.309,0,0,1,10.452
Honda,0.539,63,19,0.424,0,0,0,7.280
Genesis,1.336,18,1,2.666,0,0,2,4.136
Peugeot,1.945,19,1,1.434,0,0,0,84.952
Renault,0.283,60,23,2.100,0,0,2,35.245
Porsche,1.591,61,25,3.223,0,0,0,28.125
Zotye,0.176,25,7,5.932,0,0,0,39.682
Hyundai,0.176,44,10,6.534,0,0,0,23.365
Zotye,0.973,30,9,4.432,0,0,0,58.131
Lada (ВАЗ),1.044,21,2,5.316,1,0,2,8.026
Renault,1.426,20,1,7.520,0,1,1,9.309
Москвич,1.353,22,1,2.090,0,1,0,28.056
Acura,2.828,41,13,0.957,1,0,2,94.388
Lamborghini,1.012,24,7,4.299,0,0,1,15.869
Daihatsu,1.259,29,11,6.045,1,0,2,28.782
SEAT,1.815,35,13,2.669,0,0,2,51.521
Mazda,1.410,64,14,4.468,0,0,2,8.769
ТагАЗ,0.895,51,13,1.260,0,0,0,57.276
Acura,1.149,54,19,5.315,1,1,2,5.192
Москвич,0.318,37,12,5.232,1,0,0,88.653
ТагАЗ,2.464,48,13,3.058,0,0,2,42.557
ТагАЗ,0.711,34,9,1.563,0,0,2,14.477
Toyota,0.658,41,13,4.045,0,0,2,12.386
Lada (ВАЗ),0.943,40,10,4.709,0,0,2,44.410
Smart,1.792,30,13,4.494,1,0,3,32.257
Hyundai,3.107,35,6,0.218,1,1,1,35.981
Zotye,0.355,30,1,0.573,0,0,1,3.295
Kia,1.943,20,2,0.235,0,0,3,54.496
Jeep,1.132,50,4,2.355,1,0,0,46.597
ZAZ,0.372,42,21,1.181,0,1,2,36.315
Bugatti,0.178,39,14,4.215,0,0,2,28.092
Toyota,0.755,25,8,0.550,0,0,0,73.654
Nissan,0.662,43,8,6.089,1,0,1,28.671
Isuzu,0.982,50,22,2.797,0,0,2,12.495
GAC,0.358,34,6,3.007,1,0,0,4.115
